sample	genus	source	call	reads	breadth	ntc_reads	ntc_fold	cfr_reads	align_confirmed	rescued	evidence_summary
23000681_S6_L001	Corynebacterium	centrifuge	Detected	2486		0	no NTC background				CENTRIFUGE DETECTED: 2486 reads (threshold >=500). NTC background: 0 reads; fold above NTC: no NTC background (threshold >=5.0x).
23000681_S6_L001	Fontivita	centrifuge	Detected	638		0	no NTC background				CENTRIFUGE DETECTED: 638 reads (threshold >=500). NTC background: 0 reads; fold above NTC: no NTC background (threshold >=5.0x).
