sample	genus	source	reads	breadth	ntc_reads	call	cfr_reads	rescued	align_confirmed
NTC12_S1_L001	Orientia	alignment	846483	0.1808	846483	Not_Confirmed	0	false	false
NTC12_S1_L001	Rickettsia	alignment	53908	0.2001	53908	Not_Confirmed	0	false	false
NTC12_S1_L001	Acinetobacter	centrifuge	2		2	Not_Detected			
NTC12_S1_L001	Actinacidiphila	centrifuge	3		3	Not_Detected			
NTC12_S1_L001	Actinocatenispora	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Actinokineospora	centrifuge	174		174	Not_Detected			
NTC12_S1_L001	Actinomadura	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Actinomyces	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Actinoplanes	centrifuge	4		4	Not_Detected			
NTC12_S1_L001	Actinosynnema	centrifuge	3		3	Not_Detected			
NTC12_S1_L001	Aeromicrobium	centrifuge	6		6	Not_Detected			
NTC12_S1_L001	Alloscardovia	centrifuge	6		6	Not_Detected			
NTC12_S1_L001	Amycolatopsis	centrifuge	3		3	Not_Detected			
NTC12_S1_L001	Arsenophonus	centrifuge	3		3	Not_Detected			
NTC12_S1_L001	Arthrobacter	centrifuge	54		54	Not_Detected			
NTC12_S1_L001	Atopobium	centrifuge	5		5	Not_Detected			
NTC12_S1_L001	Auritidibacter	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Bacteroides	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Biomaibacter	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Bombiscardovia	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Bounagaea	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Brachybacterium	centrifuge	19		19	Not_Detected			
NTC12_S1_L001	Buchananella	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Buchnera	centrifuge	2		2	Not_Detected			
NTC12_S1_L001	Burkholderia	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Caloranaerobacter	centrifuge	3		3	Not_Detected			
NTC12_S1_L001	Candidatus_Chromulinivorax	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Candidatus_Epulonipiscium	centrifuge	2		2	Not_Detected			
NTC12_S1_L001	Candidatus_Nasuia	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Candidatus_Riesia	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Cardiobacterium	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Catenulispora	centrifuge	2		2	Not_Detected			
NTC12_S1_L001	Cellulosimicrobium	centrifuge	2		2	Not_Detected			
NTC12_S1_L001	Clavibacter	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Clostridioides	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Clostridium	centrifuge	2		2	Not_Detected			
NTC12_S1_L001	Colwellia	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Comamonas	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Corynebacterium	centrifuge	41		41	Not_Detected			
NTC12_S1_L001	Curtobacterium	centrifuge	10		10	Not_Detected			
NTC12_S1_L001	Dehalobacterium	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Demequina	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Dermatophilus	centrifuge	3		3	Not_Detected			
NTC12_S1_L001	Dietzia	centrifuge	12		12	Not_Detected			
NTC12_S1_L001	Dorea	centrifuge	12		12	Not_Detected			
NTC12_S1_L001	Embleya	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Enterobacter	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Faucicola	centrifuge	365		365	Not_Detected			
NTC12_S1_L001	Geobacillus	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Glutamicibacter	centrifuge	3		3	Not_Detected			
NTC12_S1_L001	Gordonia	centrifuge	22		22	Not_Detected			
NTC12_S1_L001	Gordonibacter	centrifuge	2		2	Not_Detected			
NTC12_S1_L001	Hoyosella	centrifuge	5		5	Not_Detected			
NTC12_S1_L001	Hydrogenophaga	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Ilumatobacter	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Janibacter	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Jatrophihabitans	centrifuge	4		4	Not_Detected			
NTC12_S1_L001	Kibdelosporangium	centrifuge	3		3	Not_Detected			
NTC12_S1_L001	Kitasatospora	centrifuge	154		154	Not_Detected			
NTC12_S1_L001	Kocuria	centrifuge	7		7	Not_Detected			
NTC12_S1_L001	Kutzneria	centrifuge	34		34	Not_Detected			
NTC12_S1_L001	Kytococcus	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Lactiplantibacillus	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Lawsonella	centrifuge	4		4	Not_Detected			
NTC12_S1_L001	Lentzea	centrifuge	955		955	Not_Detected			
NTC12_S1_L001	Luteipulveratus	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Microbacterium	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Micrococcus	centrifuge	3		3	Not_Detected			
NTC12_S1_L001	Micromonospora	centrifuge	58		58	Not_Detected			
NTC12_S1_L001	Mumia	centrifuge	4		4	Not_Detected			
NTC12_S1_L001	Mycobacterium	centrifuge	7		7	Not_Detected			
NTC12_S1_L001	Mycolicibacterium	centrifuge	13		13	Not_Detected			
NTC12_S1_L001	Nakamurella	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Natronoglycomyces	centrifuge	8		8	Not_Detected			
NTC12_S1_L001	Nesterenkonia	centrifuge	7		7	Not_Detected			
NTC12_S1_L001	Nocardia	centrifuge	529		529	Not_Detected			
NTC12_S1_L001	Nocardioides	centrifuge	16		16	Not_Detected			
NTC12_S1_L001	Ornithinimicrobium	centrifuge	21		21	Not_Detected			
NTC12_S1_L001	Paenarthrobacter	centrifuge	3		3	Not_Detected			
NTC12_S1_L001	Paracidovorax	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Parascardovia	centrifuge	20		20	Not_Detected			
NTC12_S1_L001	Peterkaempfera	centrifuge	18		18	Not_Detected			
NTC12_S1_L001	Phycicoccus	centrifuge	2		2	Not_Detected			
NTC12_S1_L001	Plantactinospora	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Prescottella	centrifuge	17		17	Not_Detected			
NTC12_S1_L001	Promicromonospora	centrifuge	5		5	Not_Detected			
NTC12_S1_L001	Providencia	centrifuge	8		8	Not_Detected			
NTC12_S1_L001	Pseudarthrobacter	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Pseudomonas	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Pseudonocardia	centrifuge	3		3	Not_Detected			
NTC12_S1_L001	Rhodococcoides	centrifuge	23		23	Not_Detected			
NTC12_S1_L001	Rhodococcus	centrifuge	911816		911816	Not_Detected			
NTC12_S1_L001	Rothia	centrifuge	6		6	Not_Detected			
NTC12_S1_L001	Ruania	centrifuge	22		22	Not_Detected			
NTC12_S1_L001	Ruminococcus	centrifuge	3		3	Not_Detected			
NTC12_S1_L001	Saccharopolyspora	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Saccharothrix	centrifuge	58		58	Not_Detected			
NTC12_S1_L001	Salmonella	centrifuge	3		3	Not_Detected			
NTC12_S1_L001	Sanguibacter	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Scrofimicrobium	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Segniliparus	centrifuge	3		3	Not_Detected			
NTC12_S1_L001	Skermania	centrifuge	2		2	Not_Detected			
NTC12_S1_L001	Sphingomonas	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Streptacidiphilus	centrifuge	4		4	Not_Detected			
NTC12_S1_L001	Streptantibioticus	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Streptomyces	centrifuge	514		514	Not_Detected			
NTC12_S1_L001	Sulfuricella	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Tessaracoccus	centrifuge	100		100	Not_Detected			
NTC12_S1_L001	Thalassomonas	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Thermosediminibacter	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Thiomicrorhabdus	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Treponema	centrifuge	1		1	Not_Detected			
NTC12_S1_L001	Tsukamurella	centrifuge	21		21	Not_Detected			
NTC12_S1_L001	Turicibacter	centrifuge	2		2	Not_Detected			
NTC12_S1_L001	Umezawaea	centrifuge	57		57	Not_Detected			
NTC12_S1_L001	Vibrio	centrifuge	1		1	Not_Detected			
