sample	genus	source	call	reads	breadth	ntc_reads	ntc_fold	cfr_reads	align_confirmed	rescued	evidence_summary
09101028_S6_L001	Bacillus	centrifuge	Detected	5453		0	no NTC background				CENTRIFUGE DETECTED: 5453 reads (threshold >=500). NTC background: 0 reads; fold above NTC: no NTC background (threshold >=5.0x).
09101028_S6_L001	Cutibacterium	centrifuge	Detected	779		0	no NTC background				CENTRIFUGE DETECTED: 779 reads (threshold >=500). NTC background: 0 reads; fold above NTC: no NTC background (threshold >=5.0x).
