sample	genus	source	reads	breadth	ntc_reads	call	cfr_reads	rescued	align_confirmed
PC14_S2_L001	Orientia	alignment	164592	0.2181	1143	Probable	0	true	false
PC14_S2_L001	Rickettsia	alignment	300537	0.2149	1031630	Not_Confirmed	0	false	false
PC14_S2_L001	Abiotrophia	centrifuge	1		0	Not_Detected			
PC14_S2_L001	Acetivibrio	centrifuge	4		264	Not_Detected			
PC14_S2_L001	Acetobacterium	centrifuge	1689		0	Detected			
PC14_S2_L001	Achromobacter	centrifuge	28		7	Not_Detected			
PC14_S2_L001	Acidilobus	centrifuge	1		0	Not_Detected			
PC14_S2_L001	Acidovorax	centrifuge	3		0	Not_Detected			
PC14_S2_L001	Acinetobacter	centrifuge	7		6	Not_Detected			
PC14_S2_L001	Actinacidiphila	centrifuge	2		6	Not_Detected			
PC14_S2_L001	Actinobacillus	centrifuge	1		0	Not_Detected			
PC14_S2_L001	Actinomadura	centrifuge	2		0	Not_Detected			
PC14_S2_L001	Actinomycetospora	centrifuge	2		1	Not_Detected			
PC14_S2_L001	Actinoplanes	centrifuge	2		2	Not_Detected			
PC14_S2_L001	Acutalibacter	centrifuge	1		0	Not_Detected			
PC14_S2_L001	Aeribacillus	centrifuge	2		0	Not_Detected			
PC14_S2_L001	Aerococcus	centrifuge	2		0	Not_Detected			
PC14_S2_L001	Aeromonas	centrifuge	2		0	Not_Detected			
PC14_S2_L001	Agromyces	centrifuge	1		0	Not_Detected			
PC14_S2_L001	Alicyclobacillus	centrifuge	1		0	Not_Detected			
PC14_S2_L001	Alkalibacillus	centrifuge	10		0	Not_Detected			
PC14_S2_L001	Alkalihalobacillus	centrifuge	2		0	Not_Detected			
PC14_S2_L001	Alkalihalophilus	centrifuge	5		0	Not_Detected			
PC14_S2_L001	Allobacillus	centrifuge	2		0	Not_Detected			
PC14_S2_L001	Allosaccharopolyspora	centrifuge	1		0	Not_Detected			
PC14_S2_L001	Alloscardovia	centrifuge	1		0	Not_Detected			
PC14_S2_L001	Amphritea	centrifuge	3		0	Not_Detected			
PC14_S2_L001	Amycolatopsis	centrifuge	1		0	Not_Detected			
PC14_S2_L001	Anaerobacillus	centrifuge	2		0	Not_Detected			
PC14_S2_L001	Anaeromyxobacter	centrifuge	1		3	Not_Detected			
PC14_S2_L001	Ancylobacter	centrifuge	2		0	Not_Detected			
PC14_S2_L001	Aneurinibacillus	centrifuge	1		0	Not_Detected			
PC14_S2_L001	Apilactobacillus	centrifuge	1		0	Not_Detected			
PC14_S2_L001	Aquabacterium	centrifuge	4		0	Not_Detected			
PC14_S2_L001	Aquicella	centrifuge	3		0	Not_Detected			
PC14_S2_L001	Aquipseudomonas	centrifuge	4		0	Not_Detected			
PC14_S2_L001	Arsenophonus	centrifuge	3		1	Not_Detected			
PC14_S2_L001	Arthrobacter	centrifuge	63		25	Not_Detected			
PC14_S2_L001	Aureimonas	centrifuge	1		0	Not_Detected			
PC14_S2_L001	Azorhizophilus	centrifuge	1		0	Not_Detected			
PC14_S2_L001	Azospirillum	centrifuge	1		1	Not_Detected			
PC14_S2_L001	Azotobacter	centrifuge	5		0	Not_Detected			
PC14_S2_L001	Bacillus	centrifuge	132921		473	Detected			
PC14_S2_L001	Bifidobacterium	centrifuge	5		41	Not_Detected			
PC14_S2_L001	Biomaibacter	centrifuge	1		0	Not_Detected			
PC14_S2_L001	Blautia	centrifuge	3		0	Not_Detected			
PC14_S2_L001	Bordetella	centrifuge	2		2	Not_Detected			
PC14_S2_L001	Borrelia	centrifuge	1		0	Not_Detected			
PC14_S2_L001	Brachybacterium	centrifuge	2		0	Not_Detected			
PC14_S2_L001	Brachyspira	centrifuge	19		0	Not_Detected			
PC14_S2_L001	Brenneria	centrifuge	2		0	Not_Detected			
PC14_S2_L001	Brevibacillus	centrifuge	34		457601	Not_Detected			
PC14_S2_L001	Brevundimonas	centrifuge	22		22	Not_Detected			
