sample	genus	source	reads	breadth	ntc_reads	call	cfr_reads	rescued	align_confirmed
11900320_S7_L001	Orientia	alignment	1498	0.2408	1644	Not_Confirmed	0	false	false
11900320_S7_L001	Rickettsia	alignment	2927	0.2021	163744	Not_Confirmed	0	false	false
11900320_S7_L001	Acidovorax	centrifuge	1		0	Not_Detected			
11900320_S7_L001	Actinoplanes	centrifuge	1		0	Not_Detected			
11900320_S7_L001	Akkermansia	centrifuge	54		0	Not_Detected			
11900320_S7_L001	Bacillus	centrifuge	2		0	Not_Detected			
11900320_S7_L001	Bdellovibrio	centrifuge	1		0	Not_Detected			
11900320_S7_L001	Bifidobacterium	centrifuge	4		0	Not_Detected			
11900320_S7_L001	Brevundimonas	centrifuge	608		138576	Not_Detected			
11900320_S7_L001	Burkholderia	centrifuge	1		1	Not_Detected			
11900320_S7_L001	Candidatus_Portiera	centrifuge	1		0	Not_Detected			
11900320_S7_L001	Caulobacter	centrifuge	19		3916	Not_Detected			
11900320_S7_L001	Deinococcus	centrifuge	7		1	Not_Detected			
11900320_S7_L001	Desulfosarcina	centrifuge	1		0	Not_Detected			
11900320_S7_L001	Dickeya	centrifuge	1		3	Not_Detected			
11900320_S7_L001	Dissulfuribacter	centrifuge	244		0	Not_Detected			
11900320_S7_L001	Elusimicrobium	centrifuge	2		0	Not_Detected			
11900320_S7_L001	Enterobacter	centrifuge	1		0	Not_Detected			
11900320_S7_L001	Enterococcus	centrifuge	2		0	Not_Detected			
11900320_S7_L001	Erythrobacter	centrifuge	2		0	Not_Detected			
11900320_S7_L001	Escherichia	centrifuge	3		1	Not_Detected			
11900320_S7_L001	Fontivita	centrifuge	87		0	Not_Detected			
11900320_S7_L001	Haloferula	centrifuge	25		0	Not_Detected			
11900320_S7_L001	Herbaspirillum	centrifuge	1		0	Not_Detected			
11900320_S7_L001	Hymenobacter	centrifuge	1		0	Not_Detected			
11900320_S7_L001	Luteolibacter	centrifuge	1		0	Not_Detected			
11900320_S7_L001	Microbacterium	centrifuge	1		0	Not_Detected			
11900320_S7_L001	Microbulbifer	centrifuge	2		3	Not_Detected			
11900320_S7_L001	Mycoplasmopsis	centrifuge	1		93	Not_Detected			
11900320_S7_L001	Nitratireductor	centrifuge	1		728	Not_Detected			
11900320_S7_L001	Nocardia	centrifuge	2		0	Not_Detected			
11900320_S7_L001	Oceaniferula	centrifuge	2		0	Not_Detected			
11900320_S7_L001	Paenibacillus	centrifuge	2		4	Not_Detected			
11900320_S7_L001	Paracoccus	centrifuge	2		0	Not_Detected			
11900320_S7_L001	Pengzhenrongella	centrifuge	2		0	Not_Detected			
11900320_S7_L001	Petrotoga	centrifuge	1		3	Not_Detected			
11900320_S7_L001	Pseudobdellovibrio	centrifuge	913		0	Detected			
11900320_S7_L001	Pseudogemmatithrix	centrifuge	2		0	Not_Detected			
11900320_S7_L001	Pseudomonas	centrifuge	8		2	Not_Detected			
11900320_S7_L001	Ralstonia	centrifuge	173		0	Not_Detected			
11900320_S7_L001	Roseibacillus	centrifuge	134		0	Not_Detected			
11900320_S7_L001	Sinorhizobium	centrifuge	1		2565	Not_Detected			
11900320_S7_L001	Sphingomonas	centrifuge	1378		78	Detected			
11900320_S7_L001	Sphingopyxis	centrifuge	3		0	Not_Detected			
11900320_S7_L001	Staphylococcus	centrifuge	14		0	Not_Detected			
11900320_S7_L001	Stenotrophomonas	centrifuge	2		0	Not_Detected			
11900320_S7_L001	Streptococcus	centrifuge	3		0	Not_Detected			
11900320_S7_L001	Streptomyces	centrifuge	11		17	Not_Detected			
11900320_S7_L001	Streptosporangium	centrifuge	7		0	Not_Detected			
11900320_S7_L001	Stutzerimonas	centrifuge	2		0	Not_Detected			
11900320_S7_L001	Sulfolobus	centrifuge	4		0	Not_Detected			
11900320_S7_L001	Thermomicrobium	centrifuge	241		0	Not_Detected			
11900320_S7_L001	Thermomonas	centrifuge	14		3	Not_Detected			
11900320_S7_L001	Thermosulfidibacter	centrifuge	1		0	Not_Detected			
11900320_S7_L001	Thiorhodovibrio	centrifuge	3		0	Not_Detected			
11900320_S7_L001	Xanthobacter	centrifuge	1		1	Not_Detected			
11900320_S7_L001	Xanthomonas	centrifuge	35		3	Not_Detected			
