sample	genus	source	call	reads	breadth	ntc_reads	ntc_fold	cfr_reads	align_confirmed	rescued	evidence_summary
21800763_S10_L001	Cutibacterium	centrifuge	Detected	34010		7	4858.6x				CENTRIFUGE DETECTED: 34010 reads (threshold >=500). NTC background: 7 reads; fold above NTC: 4858.6x (threshold >=5.0x).
21800763_S10_L001	Thermomicrobium	centrifuge	Detected	1172		0	no NTC background				CENTRIFUGE DETECTED: 1172 reads (threshold >=500). NTC background: 0 reads; fold above NTC: no NTC background (threshold >=5.0x).
