sample	genus	source	call	reads	breadth	ntc_reads	ntc_fold	cfr_reads	align_confirmed	rescued	evidence_summary
23600433_S7_L001	Brevundimonas	centrifuge	Detected	5226		0	no NTC background				CENTRIFUGE DETECTED: 5226 reads (threshold >=500). NTC background: 0 reads; fold above NTC: no NTC background (threshold >=5.0x).
23600433_S7_L001	Thermomicrobium	centrifuge	Detected	597		0	no NTC background				CENTRIFUGE DETECTED: 597 reads (threshold >=500). NTC background: 0 reads; fold above NTC: no NTC background (threshold >=5.0x).
