sample	genus	source	reads	breadth	ntc_reads	call	cfr_reads	rescued	align_confirmed
22300109_S3_L001	Orientia	alignment	3806	0.1921	1644	Negative	0	false	false
22300109_S3_L001	Rickettsia	alignment	9284	0.2028	163744	Not_Confirmed	0	false	false
22300109_S3_L001	Acetivibrio	centrifuge	8		2	Not_Detected			
22300109_S3_L001	Acinetobacter	centrifuge	803		4	Detected			
22300109_S3_L001	Actinomadura	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Agrobacterium	centrifuge	1		18	Not_Detected			
22300109_S3_L001	Allofrancisella	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Amycolatopsis	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Arcobacter	centrifuge	496		0	Not_Detected			
22300109_S3_L001	Arthrobacter	centrifuge	4		0	Not_Detected			
22300109_S3_L001	Azoarcus	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Bacillus	centrifuge	5		0	Not_Detected			
22300109_S3_L001	Bacteroides	centrifuge	1310		0	Detected			
22300109_S3_L001	Bartonella	centrifuge	1		249	Not_Detected			
22300109_S3_L001	Bifidobacterium	centrifuge	15		0	Not_Detected			
22300109_S3_L001	Bremerella	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Brevundimonas	centrifuge	1141		138576	Not_Detected			
22300109_S3_L001	Burkholderia	centrifuge	1		1	Not_Detected			
22300109_S3_L001	Campylobacter	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Candidatus_Izemoplasma	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Candidatus_Methylopumilus	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Candidatus_Mycosynbacter	centrifuge	615		0	Detected			
22300109_S3_L001	Candidatus_Southlakia	centrifuge	5		0	Not_Detected			
22300109_S3_L001	Caulobacter	centrifuge	24		3916	Not_Detected			
22300109_S3_L001	Cellulomonas	centrifuge	3		0	Not_Detected			
22300109_S3_L001	Chondromyces	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Collimonas	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Colwellia	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Corynebacterium	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Coxiella	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Crateriforma	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Cronobacter	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Cutibacterium	centrifuge	1364		0	Detected			
22300109_S3_L001	Deinococcus	centrifuge	42		1	Not_Detected			
22300109_S3_L001	Dickeya	centrifuge	1		3	Not_Detected			
22300109_S3_L001	Dictyoglomus	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Dietzia	centrifuge	2646		0	Detected			
22300109_S3_L001	Dissulfuribacter	centrifuge	5		0	Not_Detected			
22300109_S3_L001	Echinicola	centrifuge	24		0	Not_Detected			
22300109_S3_L001	Enterobacter	centrifuge	2		0	Not_Detected			
22300109_S3_L001	Escherichia	centrifuge	634		1	Detected			
22300109_S3_L001	Exiguobacterium	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Fervidibacter	centrifuge	19		0	Not_Detected			
22300109_S3_L001	Fibrella	centrifuge	783		0	Detected			
22300109_S3_L001	Fimbriimonas	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Flavobacterium	centrifuge	5		0	Not_Detected			
22300109_S3_L001	Fontivita	centrifuge	92		0	Not_Detected			
22300109_S3_L001	Frankia	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Gaopeijia	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Geomonas	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Glutamicibacter	centrifuge	5		0	Not_Detected			
22300109_S3_L001	Gordonia	centrifuge	2		0	Not_Detected			
22300109_S3_L001	Helicobacter	centrifuge	1743		0	Detected			
22300109_S3_L001	Hoeflea	centrifuge	3		27167	Not_Detected			
22300109_S3_L001	Hoylesella	centrifuge	55		0	Not_Detected			
22300109_S3_L001	Hydrogenophilus	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Hymenobacter	centrifuge	84		0	Not_Detected			
22300109_S3_L001	Jejuibacter	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Kaistia	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Klebsiella	centrifuge	14		0	Not_Detected			
22300109_S3_L001	Lactobacillus	centrifuge	2		0	Not_Detected			
22300109_S3_L001	Leclercia	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Leptospira	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Limnohabitans	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Lysobacter	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Mariniblastus	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Mesorhizobium	centrifuge	1		12491	Not_Detected			
22300109_S3_L001	Methanocella	centrifuge	10		0	Not_Detected			
22300109_S3_L001	Methylocapsa	centrifuge	12		0	Not_Detected			
22300109_S3_L001	Micrococcus	centrifuge	1764		0	Detected			
22300109_S3_L001	Microvirga	centrifuge	2		0	Not_Detected			
22300109_S3_L001	Mycoplasma	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Mycoplasmopsis	centrifuge	1		93	Not_Detected			
22300109_S3_L001	Nitrobacter	centrifuge	4		0	Not_Detected			
22300109_S3_L001	Nitrosospira	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Nocardioides	centrifuge	3025		0	Detected			
22300109_S3_L001	Nostoc	centrifuge	2		0	Not_Detected			
22300109_S3_L001	Oceanicaulis	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Oceaniferula	centrifuge	9		0	Not_Detected			
22300109_S3_L001	Paenarthrobacter	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Pannonibacter	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Parabacteroides	centrifuge	2		0	Not_Detected			
22300109_S3_L001	Parvularcula	centrifuge	1		1	Not_Detected			
22300109_S3_L001	Peredibacter	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Petrotoga	centrifuge	1		3	Not_Detected			
22300109_S3_L001	Phenylobacterium	centrifuge	2		376	Not_Detected			
22300109_S3_L001	Phycisphaera	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Pimelobacter	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Planktothrix	centrifuge	3		2	Not_Detected			
22300109_S3_L001	Plantactinospora	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Pontibacter	centrifuge	11		0	Not_Detected			
22300109_S3_L001	Prescottella	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Prevotella	centrifuge	59		0	Not_Detected			
22300109_S3_L001	Priestia	centrifuge	12		0	Not_Detected			
22300109_S3_L001	Providencia	centrifuge	2		5	Not_Detected			
22300109_S3_L001	Pseudarthrobacter	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Pseudolactococcus	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Pseudomonas	centrifuge	1776		2	Detected			
22300109_S3_L001	Rheinheimera	centrifuge	174		0	Not_Detected			
22300109_S3_L001	Rhodococcus	centrifuge	192		0	Not_Detected			
22300109_S3_L001	Roseimaritima	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Rossellomorea	centrifuge	1		0	Not_Detected			
22300109_S3_L001	Saccharomonospora	centrifuge	1		0	Not_Detected			
