sample	genus	source	call	reads	breadth	ntc_reads	ntc_fold	cfr_reads	align_confirmed	rescued	evidence_summary
NTC1_DW_S2_L001_2	Orientia	alignment	Probable	4243	0.2255	1288	3.3x	0	false	true	ALIGNMENT PROBABLE: 4243 reads (threshold >=50; below confirmed threshold of 100), breadth 0.2255 (threshold >=0.20). NTC background: 1288 reads; fold above NTC: 3.3x. Centrifuge: 0 reads -- not detected by centrifuge; call relies on alignment.
NTC1_DW_S2_L001_2	Rickettsia	alignment	Probable	416418	0.3226	127125	3.3x	1	true	true	ALIGNMENT PROBABLE: 416418 reads (threshold >=50; below confirmed threshold of 100), breadth 0.3226 (threshold >=0.20). NTC background: 127125 reads; fold above NTC: 3.3x. Centrifuge: 1 reads (below 500 threshold) -- below centrifuge threshold; call relies on alignment. Rickettsiales order rescue eligible (align_confirmed=true: breadth/reads thresholds met without NTC gate).
NTC1_DW_S2_L001_2	Flavobacterium	centrifuge	Detected	325972		0	no NTC background				CENTRIFUGE DETECTED: 325972 reads (threshold >=500). NTC background: 0 reads; fold above NTC: no NTC background (threshold >=5.0x).
NTC1_DW_S2_L001_2	Microbacterium	centrifuge	Detected	3137		1	3137.0x				CENTRIFUGE DETECTED: 3137 reads (threshold >=500). NTC background: 1 reads; fold above NTC: 3137.0x (threshold >=5.0x).
NTC1_DW_S2_L001_2	Rhodoluna	centrifuge	Detected	8762		0	no NTC background				CENTRIFUGE DETECTED: 8762 reads (threshold >=500). NTC background: 0 reads; fold above NTC: no NTC background (threshold >=5.0x).
