sample	genus	source	reads	breadth	ntc_reads	call	cfr_reads	rescued	align_confirmed
09101028_S6_L001	Orientia	alignment	4962	0.1734	1644	Negative	0	false	false
09101028_S6_L001	Rickettsia	alignment	8080	0.2189	163744	Not_Confirmed	14	false	false
09101028_S6_L001	Alienimonas	centrifuge	3		0	Not_Detected			
09101028_S6_L001	Arcanobacterium	centrifuge	2		0	Not_Detected			
09101028_S6_L001	Bacillus	centrifuge	5453		0	Detected			
09101028_S6_L001	Bacteroides	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Bifidobacterium	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Bradyrhizobium	centrifuge	2		3	Not_Detected			
09101028_S6_L001	Brevundimonas	centrifuge	2168		138576	Not_Detected			
09101028_S6_L001	Burkholderia	centrifuge	2		1	Not_Detected			
09101028_S6_L001	Campylobacter	centrifuge	32		0	Not_Detected			
09101028_S6_L001	Candidatus_Karelsulcia	centrifuge	2		0	Not_Detected			
09101028_S6_L001	Caulobacter	centrifuge	50		3916	Not_Detected			
09101028_S6_L001	Cellulomonas	centrifuge	3		0	Not_Detected			
09101028_S6_L001	Chlamydia	centrifuge	4		0	Not_Detected			
09101028_S6_L001	Corynebacterium	centrifuge	2		0	Not_Detected			
09101028_S6_L001	Cupriavidus	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Curtobacterium	centrifuge	1		1	Not_Detected			
09101028_S6_L001	Cutibacterium	centrifuge	779		0	Detected			
09101028_S6_L001	Cycloclasticus	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Deinococcus	centrifuge	13		1	Not_Detected			
09101028_S6_L001	Delftia	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Desulfovibrio	centrifuge	102		0	Not_Detected			
09101028_S6_L001	Dickeya	centrifuge	5		3	Not_Detected			
09101028_S6_L001	Dissulfuribacter	centrifuge	5		0	Not_Detected			
09101028_S6_L001	Enterobacter	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Enterococcus	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Fontivita	centrifuge	83		0	Not_Detected			
09101028_S6_L001	Glutamicibacter	centrifuge	2		0	Not_Detected			
09101028_S6_L001	Halobacteriovorax	centrifuge	23		0	Not_Detected			
09101028_S6_L001	Jejuibacter	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Kitasatospora	centrifuge	2		0	Not_Detected			
09101028_S6_L001	Klebsiella	centrifuge	6		0	Not_Detected			
09101028_S6_L001	Lawsonella	centrifuge	479		0	Not_Detected			
09101028_S6_L001	Leptospira	centrifuge	2		0	Not_Detected			
09101028_S6_L001	Limosilactobacillus	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Luteolibacter	centrifuge	2		0	Not_Detected			
09101028_S6_L001	Mariniblastus	centrifuge	60		0	Not_Detected			
09101028_S6_L001	Mesobacillus	centrifuge	3		0	Not_Detected			
09101028_S6_L001	Microbacterium	centrifuge	6		0	Not_Detected			
09101028_S6_L001	Micromonospora	centrifuge	44		0	Not_Detected			
09101028_S6_L001	Mycolicibacillus	centrifuge	7		0	Not_Detected			
09101028_S6_L001	Mycolicibacterium	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Novosphingobium	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Oceanithermus	centrifuge	14		0	Not_Detected			
09101028_S6_L001	Ornithinimicrobium	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Paenibacillus	centrifuge	8		4	Not_Detected			
09101028_S6_L001	Paraburkholderia	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Pengzhenrongella	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Phaeodactylibacter	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Pseudomonas	centrifuge	12		2	Not_Detected			
09101028_S6_L001	Salinibacter	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Salinispira	centrifuge	9		0	Not_Detected			
09101028_S6_L001	Saltatorellus	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Siminovitchia	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Sinorhizobium	centrifuge	1		2565	Not_Detected			
09101028_S6_L001	Sphingomonas	centrifuge	1		78	Not_Detected			
09101028_S6_L001	Sphingorhabdus	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Spirochaeta	centrifuge	5		0	Not_Detected			
09101028_S6_L001	Staphylococcus	centrifuge	7		0	Not_Detected			
09101028_S6_L001	Streptococcus	centrifuge	2		0	Not_Detected			
09101028_S6_L001	Streptomyces	centrifuge	9		17	Not_Detected			
09101028_S6_L001	Streptosporangium	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Stutzerimonas	centrifuge	2		0	Not_Detected			
09101028_S6_L001	Sulfobacillus	centrifuge	1		0	Not_Detected			
09101028_S6_L001	Thermomicrobium	centrifuge	148		0	Not_Detected			
09101028_S6_L001	Thiorhodovibrio	centrifuge	4		0	Not_Detected			
09101028_S6_L001	Virgibacillus	centrifuge	5		0	Not_Detected			
09101028_S6_L001	Vreelandella	centrifuge	1		35	Not_Detected			
09101028_S6_L001	Xanthomonas	centrifuge	8		3	Not_Detected			
09101028_S6_L001	Zhongshania	centrifuge	1		0	Not_Detected			
