sample	genus	source	call	reads	breadth	ntc_reads	ntc_fold	cfr_reads	align_confirmed	rescued	evidence_summary
09403016_S11_L001	Curtobacterium	centrifuge	Detected	982		2	491.0x				CENTRIFUGE DETECTED: 982 reads (threshold >=500). NTC background: 2 reads; fold above NTC: 491.0x (threshold >=5.0x).
09403016_S11_L001	Staphylococcus	centrifuge	Detected	1251		2	625.5x				CENTRIFUGE DETECTED: 1251 reads (threshold >=500). NTC background: 2 reads; fold above NTC: 625.5x (threshold >=5.0x).
