sample	genus	source	call	reads	breadth	ntc_reads	ntc_fold	cfr_reads	align_confirmed	rescued	evidence_summary
PC_S11_L001	Orientia	alignment	Probable	91259	0.2168	2202	41.4x	0	false	true	ALIGNMENT PROBABLE: 91259 reads (threshold >=50; below confirmed threshold of 100), breadth 0.2168 (threshold >=0.20). NTC background: 2202 reads; fold above NTC: 41.4x. Centrifuge: 0 reads -- not detected by centrifuge; call relies on alignment.
PC_S11_L001	Bacillus	centrifuge	Detected	69329		0	no NTC background				CENTRIFUGE DETECTED: 69329 reads (threshold >=500). NTC background: 0 reads; fold above NTC: no NTC background (threshold >=5.0x).
PC_S11_L001	Enterococcus	centrifuge	Detected	35261		0	no NTC background				CENTRIFUGE DETECTED: 35261 reads (threshold >=500). NTC background: 0 reads; fold above NTC: no NTC background (threshold >=5.0x).
PC_S11_L001	Escherichia	centrifuge	Detected	10908		0	no NTC background				CENTRIFUGE DETECTED: 10908 reads (threshold >=500). NTC background: 0 reads; fold above NTC: no NTC background (threshold >=5.0x).
PC_S11_L001	Limosilactobacillus	centrifuge	Detected	49729		0	no NTC background				CENTRIFUGE DETECTED: 49729 reads (threshold >=500). NTC background: 0 reads; fold above NTC: no NTC background (threshold >=5.0x).
PC_S11_L001	Listeria	centrifuge	Detected	59783		0	no NTC background				CENTRIFUGE DETECTED: 59783 reads (threshold >=500). NTC background: 0 reads; fold above NTC: no NTC background (threshold >=5.0x).
PC_S11_L001	Pseudomonas	centrifuge	Detected	10538		0	no NTC background				CENTRIFUGE DETECTED: 10538 reads (threshold >=500). NTC background: 0 reads; fold above NTC: no NTC background (threshold >=5.0x).
PC_S11_L001	Salmonella	centrifuge	Detected	20682		0	no NTC background				CENTRIFUGE DETECTED: 20682 reads (threshold >=500). NTC background: 0 reads; fold above NTC: no NTC background (threshold >=5.0x).
PC_S11_L001	Staphylococcus	centrifuge	Detected	67015		1324	50.6x				CENTRIFUGE DETECTED: 67015 reads (threshold >=500). NTC background: 1324 reads; fold above NTC: 50.6x (threshold >=5.0x).
