sample	genus	source	reads	breadth	ntc_reads	call	cfr_reads	rescued	align_confirmed
NTC_run_2_S11_L001	Orientia	alignment	185053	0.2869	185053	Not_Confirmed	0	false	true
NTC_run_2_S11_L001	Rickettsia	alignment	664683	0.3226	664683	Not_Confirmed	2	false	true
NTC_run_2_S11_L001	Acetivibrio	centrifuge	7		7	Not_Detected			
NTC_run_2_S11_L001	Acidihalobacter	centrifuge	3		3	Not_Detected			
NTC_run_2_S11_L001	Acidimicrobium	centrifuge	2		2	Not_Detected			
NTC_run_2_S11_L001	Acidipropionibacterium	centrifuge	17		17	Not_Detected			
NTC_run_2_S11_L001	Acinetobacter	centrifuge	10		10	Not_Detected			
NTC_run_2_S11_L001	Actinospongiicola	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Actinosynnema	centrifuge	8387		8387	Not_Detected			
NTC_run_2_S11_L001	Actinotalea	centrifuge	2		2	Not_Detected			
NTC_run_2_S11_L001	Actinotignum	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Adlercreutzia	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Aequoribacter	centrifuge	15		15	Not_Detected			
NTC_run_2_S11_L001	Aeromicrobium	centrifuge	14		14	Not_Detected			
NTC_run_2_S11_L001	Afifella	centrifuge	3		3	Not_Detected			
NTC_run_2_S11_L001	Agromyces	centrifuge	7		7	Not_Detected			
NTC_run_2_S11_L001	Allobranchiibius	centrifuge	9		9	Not_Detected			
NTC_run_2_S11_L001	Alloscardovia	centrifuge	2		2	Not_Detected			
NTC_run_2_S11_L001	Allosphingosinicella	centrifuge	9		9	Not_Detected			
NTC_run_2_S11_L001	Altererythrobacter	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Alterirhizorhabdus	centrifuge	13		13	Not_Detected			
NTC_run_2_S11_L001	Alteromonas	centrifuge	2		2	Not_Detected			
NTC_run_2_S11_L001	Aminobacter	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Anaerotruncus	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Antarcticirhabdus	centrifuge	3		3	Not_Detected			
NTC_run_2_S11_L001	Aquella	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Aquiluna	centrifuge	3		3	Not_Detected			
NTC_run_2_S11_L001	Arsenophonus	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Arthrobacter	centrifuge	10284		10284	Not_Detected			
NTC_run_2_S11_L001	Asticcacaulis	centrifuge	31		31	Not_Detected			
NTC_run_2_S11_L001	Auraticoccus	centrifuge	2		2	Not_Detected			
NTC_run_2_S11_L001	Austwickia	centrifuge	5		5	Not_Detected			
NTC_run_2_S11_L001	Azospirillum	centrifuge	11		11	Not_Detected			
NTC_run_2_S11_L001	Bacillus	centrifuge	27		27	Not_Detected			
NTC_run_2_S11_L001	Bacteroides	centrifuge	3		3	Not_Detected			
NTC_run_2_S11_L001	Bartonella	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Beggiatoa	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Bifidobacterium	centrifuge	16		16	Not_Detected			
NTC_run_2_S11_L001	Biomaibacter	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Borrelia	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Bosea	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Bradyrhizobium	centrifuge	2		2	Not_Detected			
NTC_run_2_S11_L001	Brevundimonas	centrifuge	202371		202371	Not_Detected			
NTC_run_2_S11_L001	Brucella	centrifuge	2		2	Not_Detected			
NTC_run_2_S11_L001	Burkholderia	centrifuge	36		36	Not_Detected			
NTC_run_2_S11_L001	Caballeronia	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Caldanaerobacter	centrifuge	3		3	Not_Detected			
NTC_run_2_S11_L001	Caldichromatium	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Caldisericum	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Candidatus_Absconditicoccus	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Candidatus_Azoamicus	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Candidatus_Bodocaedibacter	centrifuge	2		2	Not_Detected			
NTC_run_2_S11_L001	Candidatus_Deianiraea	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Candidatus_Endowatersipora	centrifuge	11		11	Not_Detected			
NTC_run_2_S11_L001	Candidatus_Levibacter	centrifuge	39		39	Not_Detected			
NTC_run_2_S11_L001	Candidatus_Nitrosoglobus	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Candidatus_Planktophila	centrifuge	2		2	Not_Detected			
NTC_run_2_S11_L001	Candidatus_Ponderosibacter	centrifuge	2		2	Not_Detected			
NTC_run_2_S11_L001	Candidatus_Trichorickettsia	centrifuge	6		6	Not_Detected			
NTC_run_2_S11_L001	Capilliphycus	centrifuge	7		7	Not_Detected			
NTC_run_2_S11_L001	Caulobacter	centrifuge	6653		6653	Not_Detected			
NTC_run_2_S11_L001	Chelatococcus	centrifuge	6		6	Not_Detected			
NTC_run_2_S11_L001	Chromobacterium	centrifuge	85		85	Not_Detected			
NTC_run_2_S11_L001	Chromohalobacter	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Comamonas	centrifuge	4		4	Not_Detected			
NTC_run_2_S11_L001	Coralliovum	centrifuge	25		25	Not_Detected			
NTC_run_2_S11_L001	Corynebacterium	centrifuge	92237		92237	Not_Detected			
NTC_run_2_S11_L001	Coxiella	centrifuge	3		3	Not_Detected			
NTC_run_2_S11_L001	Croceibacterium	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Croceicoccus	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Cryobacterium	centrifuge	3		3	Not_Detected			
NTC_run_2_S11_L001	Crystallibacter	centrifuge	155		155	Not_Detected			
NTC_run_2_S11_L001	Cupriavidus	centrifuge	15		15	Not_Detected			
NTC_run_2_S11_L001	Curtobacterium	centrifuge	219		219	Not_Detected			
NTC_run_2_S11_L001	Cutibacterium	centrifuge	110247		110247	Not_Detected			
NTC_run_2_S11_L001	Cylindrospermopsis	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Dehalobacterium	centrifuge	2		2	Not_Detected			
NTC_run_2_S11_L001	Deinococcus	centrifuge	6		6	Not_Detected			
NTC_run_2_S11_L001	Dermabacter	centrifuge	2		2	Not_Detected			
NTC_run_2_S11_L001	Dermatophilus	centrifuge	426		426	Not_Detected			
NTC_run_2_S11_L001	Desulfonema	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Desulfurispirillum	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Dissulfuribacter	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Dolichospermum	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Dorea	centrifuge	2		2	Not_Detected			
NTC_run_2_S11_L001	Dyella	centrifuge	3		3	Not_Detected			
NTC_run_2_S11_L001	Endozoicomonas	centrifuge	4		4	Not_Detected			
NTC_run_2_S11_L001	Enterobacter	centrifuge	4		4	Not_Detected			
NTC_run_2_S11_L001	Enterococcus	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Erythrobacter	centrifuge	5		5	Not_Detected			
NTC_run_2_S11_L001	Escherichia	centrifuge	2		2	Not_Detected			
NTC_run_2_S11_L001	Faucicola	centrifuge	72097		72097	Not_Detected			
NTC_run_2_S11_L001	Fervidibacter	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Flaviflexus	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Geitlerinema	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Geobacillus	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Georgenia	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Gephyromycinifex	centrifuge	32		32	Not_Detected			
NTC_run_2_S11_L001	Gloeobacter	centrifuge	16		16	Not_Detected			
NTC_run_2_S11_L001	Glutamicibacter	centrifuge	478		478	Not_Detected			
NTC_run_2_S11_L001	Gordonia	centrifuge	8		8	Not_Detected			
NTC_run_2_S11_L001	Hahella	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Halothermothrix	centrifuge	2		2	Not_Detected			
NTC_run_2_S11_L001	Hankyongella	centrifuge	7		7	Not_Detected			
NTC_run_2_S11_L001	Hartmannibacter	centrifuge	2		2	Not_Detected			
NTC_run_2_S11_L001	Hydrogenimonas	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Hydrogenophilus	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Hyphobacterium	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Hyphomicrobium	centrifuge	3		3	Not_Detected			
NTC_run_2_S11_L001	Hyphomonas	centrifuge	11		11	Not_Detected			
NTC_run_2_S11_L001	Ilumatobacter	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Imbroritus	centrifuge	2		2	Not_Detected			
NTC_run_2_S11_L001	Indioceanicola	centrifuge	1		1	Not_Detected			
NTC_run_2_S11_L001	Kibdelosporangium	centrifuge	1		1	Not_Detected			
