sample	genus	source	reads	breadth	ntc_reads	call	cfr_reads	rescued	align_confirmed
09000883_S1_L001	Orientia	alignment	0	0.0	1644	Negative	0	false	false
09000883_S1_L001	Rickettsia	alignment	0	0.0	163744	Negative	0	false	false
09000883_S1_L001	Alteromonas	centrifuge	2		0	Not_Detected			
09000883_S1_L001	Arthrobacter	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Bacillus	centrifuge	3		0	Not_Detected			
09000883_S1_L001	Bifidobacterium	centrifuge	5		0	Not_Detected			
09000883_S1_L001	Burkholderia	centrifuge	2		1	Not_Detected			
09000883_S1_L001	Candidatus_Nasuia	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Deinococcus	centrifuge	66		1	Not_Detected			
09000883_S1_L001	Desulfothermobacter	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Desulfurococcus	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Dietzia	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Dissulfuribacter	centrifuge	2		0	Not_Detected			
09000883_S1_L001	Enterobacter	centrifuge	4		0	Not_Detected			
09000883_S1_L001	Escherichia	centrifuge	2		1	Not_Detected			
09000883_S1_L001	Faecalibacterium	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Flavobacterium	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Fontivita	centrifuge	12		0	Not_Detected			
09000883_S1_L001	Francisella	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Hyphomonas	centrifuge	1		1	Not_Detected			
09000883_S1_L001	Klebsiella	centrifuge	2		0	Not_Detected			
09000883_S1_L001	Latilactobacillus	centrifuge	33		0	Not_Detected			
09000883_S1_L001	Methylorubrum	centrifuge	10		0	Not_Detected			
09000883_S1_L001	Microbacterium	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Micromonospora	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Mycobacterium	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Neolewinella	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Neomoorella	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Nocardia	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Nocardioides	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Novosphingobium	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Oceanicaulis	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Ornithinimicrobium	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Parascardovia	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Pengzhenrongella	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Phocaeicola	centrifuge	9		0	Not_Detected			
09000883_S1_L001	Planktothrix	centrifuge	1		2	Not_Detected			
09000883_S1_L001	Plantactinospora	centrifuge	3		0	Not_Detected			
09000883_S1_L001	Pseudomonas	centrifuge	3		2	Not_Detected			
09000883_S1_L001	Rhizobium	centrifuge	1		6979	Not_Detected			
09000883_S1_L001	Shewanella	centrifuge	1		1	Not_Detected			
09000883_S1_L001	Sinorhizobium	centrifuge	1		2565	Not_Detected			
09000883_S1_L001	Staphylococcus	centrifuge	6		0	Not_Detected			
09000883_S1_L001	Streptococcus	centrifuge	2		0	Not_Detected			
09000883_S1_L001	Streptomyces	centrifuge	14		17	Not_Detected			
09000883_S1_L001	Streptosporangium	centrifuge	4		0	Not_Detected			
09000883_S1_L001	Stutzerimonas	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Sulfitobacter	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Sulfolobus	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Thermomicrobium	centrifuge	136		0	Not_Detected			
09000883_S1_L001	Thiorhodovibrio	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Variovorax	centrifuge	1		0	Not_Detected			
09000883_S1_L001	Xanthomonas	centrifuge	16		3	Not_Detected			
