sample	genus	source	call	reads	breadth	ntc_reads	ntc_fold	cfr_reads	align_confirmed	rescued	evidence_summary
13400425_S4_L001	Mycoplasmopsis	centrifuge	Detected	6568		5	1313.6x				CENTRIFUGE DETECTED: 6568 reads (threshold >=500). NTC background: 5 reads; fold above NTC: 1313.6x (threshold >=5.0x).
13400425_S4_L001	Streptococcus	centrifuge	Detected	923		1	923.0x				CENTRIFUGE DETECTED: 923 reads (threshold >=500). NTC background: 1 reads; fold above NTC: 923.0x (threshold >=5.0x).
