sample	genus	source	reads	breadth	ntc_reads	call	cfr_reads	rescued	align_confirmed
09800841_S7_L001	Orientia	alignment	476	0.2415	185053	Not_Confirmed	0	false	false
09800841_S7_L001	Rickettsia	alignment	4819	0.2222	664683	Not_Confirmed	9	false	false
09800841_S7_L001	Acetivibrio	centrifuge	2		7	Not_Detected			
09800841_S7_L001	Acidovorax	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Acinetobacter	centrifuge	1		10	Not_Detected			
09800841_S7_L001	Anaeromyxobacter	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Arabiibacter	centrifuge	6		0	Not_Detected			
09800841_S7_L001	Arcobacter	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Arthrobacter	centrifuge	3		10284	Not_Detected			
09800841_S7_L001	Bacillus	centrifuge	1		27	Not_Detected			
09800841_S7_L001	Bacteroides	centrifuge	2		3	Not_Detected			
09800841_S7_L001	Bartonella	centrifuge	2		1	Not_Detected			
09800841_S7_L001	Bdellovibrio	centrifuge	2		0	Not_Detected			
09800841_S7_L001	Bifidobacterium	centrifuge	17		16	Not_Detected			
09800841_S7_L001	Blautia	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Bosea	centrifuge	19		1	Not_Detected			
09800841_S7_L001	Brevibacillus	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Burkholderia	centrifuge	2		36	Not_Detected			
09800841_S7_L001	Candidatus_Kinetoplastidibacterium	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Candidatus_Magnetomonas	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Candidatus_Nardonella	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Candidatus_Portiera	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Cellulomonas	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Cellvibrio	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Chromohalobacter	centrifuge	1		1	Not_Detected			
09800841_S7_L001	Clostridium	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Corallococcus	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Corynebacterium	centrifuge	2		92237	Not_Detected			
09800841_S7_L001	Cronobacter	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Cutibacterium	centrifuge	2158		110247	Not_Detected			
09800841_S7_L001	Deinococcus	centrifuge	85		6	Not_Detected			
09800841_S7_L001	Devosia	centrifuge	69		0	Not_Detected			
09800841_S7_L001	Diaphorobacter	centrifuge	2020		0	Detected			
09800841_S7_L001	Dickeya	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Dissulfuribacter	centrifuge	1		1	Not_Detected			
09800841_S7_L001	Dyadobacter	centrifuge	2		0	Not_Detected			
09800841_S7_L001	Enterobacter	centrifuge	1		4	Not_Detected			
09800841_S7_L001	Erwinia	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Escherichia	centrifuge	2		2	Not_Detected			
09800841_S7_L001	Ferrovibrio	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Filomicrobium	centrifuge	5		0	Not_Detected			
09800841_S7_L001	Flavobacterium	centrifuge	2		0	Not_Detected			
09800841_S7_L001	Fontivita	centrifuge	11		0	Not_Detected			
09800841_S7_L001	Fusobacterium	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Geochorda	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Hahella	centrifuge	630		1	Detected			
09800841_S7_L001	Haliscomenobacter	centrifuge	188		0	Not_Detected			
09800841_S7_L001	Halothiobacillus	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Hydrogenophilus	centrifuge	2		1	Not_Detected			
09800841_S7_L001	Hyphococcus	centrifuge	2		0	Not_Detected			
09800841_S7_L001	Hyphomicrobium	centrifuge	233		3	Not_Detected			
09800841_S7_L001	Klebsiella	centrifuge	5		69	Not_Detected			
09800841_S7_L001	Kytococcus	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Lactobacillus	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Leclercia	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Legionella	centrifuge	2		2	Not_Detected			
09800841_S7_L001	Limnospira	centrifuge	3		0	Not_Detected			
09800841_S7_L001	Marinomonas	centrifuge	7		0	Not_Detected			
09800841_S7_L001	Methylobacterium	centrifuge	1		45944	Not_Detected			
09800841_S7_L001	Methylocapsa	centrifuge	2		0	Not_Detected			
09800841_S7_L001	Methylococcus	centrifuge	19		2	Not_Detected			
09800841_S7_L001	Microbacterium	centrifuge	3		65	Not_Detected			
09800841_S7_L001	Microbulbifer	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Micromonospora	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Microvirga	centrifuge	3		4	Not_Detected			
09800841_S7_L001	Mycobacterium	centrifuge	3		18	Not_Detected			
09800841_S7_L001	Mycolicibacterium	centrifuge	1		5	Not_Detected			
09800841_S7_L001	Mycoplasmopsis	centrifuge	6		129	Not_Detected			
09800841_S7_L001	Nannocystis	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Nitrospira	centrifuge	11		0	Not_Detected			
09800841_S7_L001	Oceanithermus	centrifuge	1		1	Not_Detected			
09800841_S7_L001	Paenibacillus	centrifuge	2		3	Not_Detected			
09800841_S7_L001	Parascardovia	centrifuge	1		3	Not_Detected			
09800841_S7_L001	Parasphingopyxis	centrifuge	338		2	Not_Detected			
09800841_S7_L001	Pengzhenrongella	centrifuge	2		0	Not_Detected			
09800841_S7_L001	Phreatobacter	centrifuge	50		1	Not_Detected			
09800841_S7_L001	Plantactinospora	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Plesiomonas	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Pseudomonas	centrifuge	19		11	Not_Detected			
09800841_S7_L001	Pulveribacter	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Pyrodictium	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Reyranella	centrifuge	6		0	Not_Detected			
09800841_S7_L001	Rhodobacter	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Rhodomicrobium	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Riemerella	centrifuge	6		0	Not_Detected			
09800841_S7_L001	Rohdeia	centrifuge	2		0	Not_Detected			
09800841_S7_L001	Salinisphaera	centrifuge	17		0	Not_Detected			
09800841_S7_L001	Simiduia	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Sinorhizobium	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Sphaerotilus	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Sphingomonas	centrifuge	1		93980	Not_Detected			
09800841_S7_L001	Staphylococcus	centrifuge	27		4	Not_Detected			
09800841_S7_L001	Streptococcus	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Streptomyces	centrifuge	17		111	Not_Detected			
09800841_S7_L001	Streptosporangium	centrifuge	2		0	Not_Detected			
09800841_S7_L001	Stutzerimonas	centrifuge	1		1	Not_Detected			
09800841_S7_L001	Sulfitobacter	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Terrirubrum	centrifuge	103		0	Not_Detected			
09800841_S7_L001	Terrisporobacter	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Thermomicrobium	centrifuge	417		43	Not_Detected			
09800841_S7_L001	Thermophilibacter	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Thiorhodovibrio	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Trichococcus	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Truepera	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Variovorax	centrifuge	1		0	Not_Detected			
09800841_S7_L001	Vreelandella	centrifuge	1		46	Not_Detected			
09800841_S7_L001	Xanthomonas	centrifuge	25		0	Not_Detected			
