sample	genus	source	reads	breadth	ntc_reads	call	cfr_reads	rescued	align_confirmed
22600400_S6_L001	Orientia	alignment	9747	0.2181	1288	Probable	0	true	false
22600400_S6_L001	Rickettsia	alignment	15317	0.3226	127125	Not_Confirmed	32	false	true
22600400_S6_L001	Acetivibrio	centrifuge	2		211	Not_Detected			
22600400_S6_L001	Achromobacter	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Acinetobacter	centrifuge	3293		1	Detected			
22600400_S6_L001	Actinokineospora	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Actinomyces	centrifuge	2		0	Not_Detected			
22600400_S6_L001	Actinoplanes	centrifuge	13		0	Not_Detected			
22600400_S6_L001	Actinosynnema	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Aeromonas	centrifuge	2		0	Not_Detected			
22600400_S6_L001	Agrococcus	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Amycolatopsis	centrifuge	4		0	Not_Detected			
22600400_S6_L001	Arabiibacter	centrifuge	18		0	Not_Detected			
22600400_S6_L001	Arsenicicoccus	centrifuge	2		0	Not_Detected			
22600400_S6_L001	Arthrobacter	centrifuge	752		0	Detected			
22600400_S6_L001	Asticcacaulis	centrifuge	1		18	Not_Detected			
22600400_S6_L001	Athalassotoga	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Aureimonas	centrifuge	1		4	Not_Detected			
22600400_S6_L001	Bacillus	centrifuge	6		3	Not_Detected			
22600400_S6_L001	Bacteroides	centrifuge	15		0	Not_Detected			
22600400_S6_L001	Bartonella	centrifuge	4		3	Not_Detected			
22600400_S6_L001	Bdellovibrio	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Bifidobacterium	centrifuge	59		231	Not_Detected			
22600400_S6_L001	Brachybacterium	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Bradyrhizobium	centrifuge	3		0	Not_Detected			
22600400_S6_L001	Brevundimonas	centrifuge	5162		97157	Not_Detected			
22600400_S6_L001	Burkholderia	centrifuge	8		1	Not_Detected			
22600400_S6_L001	Buttiauxella	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Candidatus_Levibacter	centrifuge	1		14	Not_Detected			
22600400_S6_L001	Candidatus_Nitrosocaldus	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Caulobacter	centrifuge	214		6312	Not_Detected			
22600400_S6_L001	Cellulomonas	centrifuge	6		0	Not_Detected			
22600400_S6_L001	Cellulosimicrobium	centrifuge	75		0	Not_Detected			
22600400_S6_L001	Chloracidobacterium	centrifuge	6		0	Not_Detected			
22600400_S6_L001	Corynebacterium	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Crateriforma	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Croceibacterium	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Cupriavidus	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Curtobacterium	centrifuge	19		2	Not_Detected			
22600400_S6_L001	Cutibacterium	centrifuge	7313		0	Detected			
22600400_S6_L001	Deinococcus	centrifuge	390		1	Not_Detected			
22600400_S6_L001	Dermatophilus	centrifuge	2		0	Not_Detected			
22600400_S6_L001	Dickeya	centrifuge	2		14	Not_Detected			
22600400_S6_L001	Dissulfuribacter	centrifuge	6		1	Not_Detected			
22600400_S6_L001	Embleya	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Enterobacter	centrifuge	3		2	Not_Detected			
22600400_S6_L001	Entomospira	centrifuge	24		0	Not_Detected			
22600400_S6_L001	Erwinia	centrifuge	4		0	Not_Detected			
22600400_S6_L001	Escherichia	centrifuge	11		1	Not_Detected			
22600400_S6_L001	Faucicola	centrifuge	1577		0	Detected			
22600400_S6_L001	Fimbriimonas	centrifuge	2		2	Not_Detected			
22600400_S6_L001	Flavobacterium	centrifuge	7		0	Not_Detected			
22600400_S6_L001	Floricoccus	centrifuge	502		0	Detected			
22600400_S6_L001	Fontivita	centrifuge	163		0	Not_Detected			
22600400_S6_L001	Georgenia	centrifuge	6		0	Not_Detected			
22600400_S6_L001	Gloeobacter	centrifuge	1		10	Not_Detected			
22600400_S6_L001	Glutamicibacter	centrifuge	3		0	Not_Detected			
22600400_S6_L001	Haemophilus	centrifuge	2		0	Not_Detected			
22600400_S6_L001	Halomonas	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Helcobacillus	centrifuge	2		0	Not_Detected			
22600400_S6_L001	Helicobacter	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Hydrogenophaga	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Hymenobacter	centrifuge	2		0	Not_Detected			
22600400_S6_L001	Kitasatospora	centrifuge	2		0	Not_Detected			
22600400_S6_L001	Klebsiella	centrifuge	16		0	Not_Detected			
22600400_S6_L001	Kocuria	centrifuge	53		0	Not_Detected			
22600400_S6_L001	Komagataeibacter	centrifuge	1		1	Not_Detected			
22600400_S6_L001	Latilactobacillus	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Leptospira	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Leuconostoc	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Listeria	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Lysobacter	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Malaciobacter	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Mammaliicoccus	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Microbacterium	centrifuge	13		1	Not_Detected			
22600400_S6_L001	Micromonospora	centrifuge	6		0	Not_Detected			
22600400_S6_L001	Mycobacterium	centrifuge	3		0	Not_Detected			
22600400_S6_L001	Mycobacteroides	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Mycolicibacillus	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Mycoplasmopsis	centrifuge	5		3314	Not_Detected			
22600400_S6_L001	Neisseria	centrifuge	2		0	Not_Detected			
22600400_S6_L001	Neobacillus	centrifuge	1		5	Not_Detected			
22600400_S6_L001	Nesterenkonia	centrifuge	2		0	Not_Detected			
22600400_S6_L001	Nitratiruptor	centrifuge	1		0	Not_Detected			
22600400_S6_L001	Nocardia	centrifuge	6		0	Not_Detected			
22600400_S6_L001	Nocardioides	centrifuge	1		0	Not_Detected			
