sample	genus	source	reads	breadth	ntc_reads	call	cfr_reads	rescued	align_confirmed
PC_S1_L001	Orientia	alignment	45746	0.2095	1288	Probable	0	true	false
PC_S1_L001	Rickettsia	alignment	93537	0.2102	127125	Not_Confirmed	0	false	false
PC_S1_L001	Aeribacillus	centrifuge	2		0	Not_Detected			
PC_S1_L001	Aeromonas	centrifuge	1		0	Not_Detected			
PC_S1_L001	Allobacillus	centrifuge	1		0	Not_Detected			
PC_S1_L001	Alteromonas	centrifuge	1		0	Not_Detected			
PC_S1_L001	Amphritea	centrifuge	3		0	Not_Detected			
PC_S1_L001	Anaerobacillus	centrifuge	2		0	Not_Detected			
PC_S1_L001	Aneurinibacillus	centrifuge	1		0	Not_Detected			
PC_S1_L001	Aquipseudomonas	centrifuge	1		0	Not_Detected			
PC_S1_L001	Atribacter	centrifuge	1		0	Not_Detected			
PC_S1_L001	Bacillus	centrifuge	40238		3	Detected			
PC_S1_L001	Biomaibacter	centrifuge	1		0	Not_Detected			
PC_S1_L001	Brevundimonas	centrifuge	1		97157	Not_Detected			
PC_S1_L001	Candidatus_Fukatsuia	centrifuge	1		0	Not_Detected			
PC_S1_L001	Candidatus_Reidiella	centrifuge	1		0	Not_Detected			
PC_S1_L001	Caproicibacterium	centrifuge	1		0	Not_Detected			
PC_S1_L001	Carnobacterium	centrifuge	1		0	Not_Detected			
PC_S1_L001	Cellvibrio	centrifuge	1		0	Not_Detected			
PC_S1_L001	Citrobacter	centrifuge	178		0	Not_Detected			
PC_S1_L001	Cronobacter	centrifuge	29		0	Not_Detected			
PC_S1_L001	Cytobacillus	centrifuge	7		0	Not_Detected			
PC_S1_L001	Desulfofarcimen	centrifuge	2		0	Not_Detected			
PC_S1_L001	Dialister	centrifuge	2		0	Not_Detected			
PC_S1_L001	Ectopseudomonas	centrifuge	1		0	Not_Detected			
PC_S1_L001	Enterobacter	centrifuge	87		2	Not_Detected			
PC_S1_L001	Enterococcus	centrifuge	18395		3	Detected			
PC_S1_L001	Erwinia	centrifuge	12		0	Not_Detected			
PC_S1_L001	Escherichia	centrifuge	7677		1	Detected			
PC_S1_L001	Falsibacillus	centrifuge	1		0	Not_Detected			
PC_S1_L001	Fimbriimonas	centrifuge	1		2	Not_Detected			
PC_S1_L001	Floricoccus	centrifuge	2		0	Not_Detected			
PC_S1_L001	Franconibacter	centrifuge	7		0	Not_Detected			
PC_S1_L001	Furfurilactobacillus	centrifuge	4		0	Not_Detected			
PC_S1_L001	Gemella	centrifuge	1		0	Not_Detected			
PC_S1_L001	Geopseudomonas	centrifuge	1		0	Not_Detected			
PC_S1_L001	Gracilimonas	centrifuge	1		1	Not_Detected			
